gene_name	n_syn	n_mis	n_non	n_spl	wmis_cv	wnon_cv	wspl_cv	pmis_cv	ptrunc_cv	pallsubs_cv	qmis_cv	qtrunc_cv	qallsubs_cv
ENSFCAG00000002901:PCLO	20	77	7	2	1.50659601114372	2.73524686207314	2.73524686207314	0.0784957741244943	0.0190810772794031	0.0394105055606697	0.670012082904677	0.80209713507085	0.698372737438576
ENSFCAG00000010165:SPEN	12	11	0	0	0.424259216429177	0	0	0.0327419021926875	0.0873881357095384	0.0397003454364075	0.581267056951724	0.80209713507085	0.698372737438576
ENSFCAG00000009373:BTLA	1	8	0	0	4.43673393599048	0	0	0.0172515272509318	0.566277057940708	0.0402467531787829	0.49973778939796	0.80209713507085	0.698372737438576
ENSFCAG00000012620:TYRO3	8	2	0	0	0.214845599490276	0	0	0.0216002431731556	0.18217433394489	0.040566089927873	0.530496413974384	0.80209713507085	0.698372737438576
ENSFCAG00000006065:NF1	3	20	2	2	2.53116772648889	4.79617809333799	4.79617809333799	0.0426865662241975	0.0292342292455668	0.0408712478920658	0.581267056951724	0.80209713507085	0.698372737438576
ENSFCAG00000022238:PCBP1	0	0	1	0	0	17.7807511199326	17.7807511199326	0.159264069193283	0.0613500169255701	0.0412179900715418	0.786766047045871	0.80209713507085	0.698372737438576
ENSFCAG00000004033:CCNQ	4	0	0	0	0	0	0	0.0139976272465961	0.537107757077998	0.0434679285248815	0.448923902408691	0.80209713507085	0.722855552135992
ENSFCAG00000018481:EPHA7	9	26	4	1	1.82664365741701	3.83086230992684	3.83086230992684	0.0823536070671148	0.0248572283066377	0.0446946649389266	0.672615571118634	0.80209713507085	0.729741983911929
ENSFCAG00000003208:CHD2	4	15	4	1	1.70313134466733	4.92328647268406	4.92328647268406	0.252675232320852	0.0138210969882633	0.0471620409468052	0.833396304882183	0.80209713507085	0.74488899403645
ENSFCAG00000015690:PTPRC	11	37	0	1	1.92817419256302	0.54445066366053	0.54445066366053	0.0326833986184115	0.522175286103736	0.0472813726726923	0.581267056951724	0.80209713507085	0.74488899403645
ENSFCAG00000000053:MTOR	12	5	1	1	0.318719507701291	1.13887001271743	1.13887001271743	0.0186242249167844	0.865566073478815	0.0485571763680972	0.506804665917345	0.902381899368556	0.749734083511761
ENSFCAG00000008675:NUP93	6	3	3	0	0.406557288948	3.31333925392331	3.31333925392331	0.159494605592807	0.110727330949434	0.049258698137187	0.786766047045871	0.80209713507085	0.749734083511761
ENSFCAG00000023859:CYP19A1	7	17	1	0	2.62591784852375	1.64869337805775	1.64869337805775	0.0154757639330214	0.656943117442292	0.053349866971929	0.463642630060461	0.80209713507085	0.784358406087862
ENSFCAG00000042373:FLI1	5	15	0	0	2.46151395812513	0	0	0.0401086011090616	0.325841261401473	0.0534657365267588	0.581267056951724	0.80209713507085	0.784358406087862
ENSFCAG00000024268:CD36	3	5	2	1	1.22018047109657	7.357885733711	7.357885733711	0.752481211613603	0.0167673434607152	0.054153921133015	0.995797464779573	0.80209713507085	0.784358406087862
ENSFCAG00000010755:PRDM1	9	5	2	0	0.449267330389034	3.85159470195431	3.85159470195431	0.122665819651255	0.13354251520919	0.058840261698151	0.76945875499611	0.80209713507085	0.813191240494574
ENSFCAG00000003608:TFPT	3	0	0	0	0	0	0	0.0220182730976002	0.44182391066409	0.0607776542515812	0.530496413974384	0.80209713507085	0.813191240494574
ENSFCAG00000000093:KMT2D	16	33	6	0	0.974112971942585	3.17880599254988	3.17880599254988	0.92868191417512	0.0275116652060949	0.0643999161897735	0.995797464779573	0.80209713507085	0.813191240494574
ENSFCAG00000029965:SLC34A2	5	13	0	0	2.54833870994339	0	0	0.0393628655526911	0.393176603543592	0.0652050550933533	0.581267056951724	0.80209713507085	0.813191240494574
ENSFCAG00000004564:COL1A1	6	34	1	0	2.26478401800968	1.07281507310193	1.07281507310193	0.0241819980193063	0.947620802452894	0.0669303772697998	0.544842722631989	0.958292207885922	0.813191240494574
ENSFCAG00000014246:CUL4A	1	0	1	0	0	2.65250494164645	2.65250494164645	0.0471810015071186	0.439122333248391	0.0675973912821017	0.581267056951724	0.80209713507085	0.813191240494574
ENSFCAG00000023614:LYN	4	14	1	0	2.92452619734106	1.8412912327077	1.8412912327077	0.0203188120132661	0.599167920197649	0.0677348388715948	0.5213226625118	0.80209713507085	0.813191240494574
ENSFCAG00000013999:HDAC7	10	5	0	0	0.36407647055417	0	0	0.0454519058406821	0.152887048902922	0.0677489539059208	0.581267056951724	0.80209713507085	0.813191240494574
ENSFCAG00000000496:PCM1	7	26	0	0	1.42458594524021	0	0	0.345976239250406	0.0694026308000081	0.0677956290043807	0.868327246718767	0.80209713507085	0.813191240494574
ENSFCAG00000000449:ELF3	2	9	0	0	3.30985265227567	0	0	0.0354898750001768	0.485901259078569	0.0683042802453503	0.581267056951724	0.80209713507085	0.813191240494574
ENSFCAG00000024379:MGAM	18	44	8	0	1.55531708132593	2.52983147877723	2.52983147877723	0.0930080517154867	0.0396932571572393	0.0692086610416894	0.700387917060656	0.80209713507085	0.813191240494574
ENSFCAG00000042921:IKZF1	6	16	0	0	2.30032039847198	0	0	0.0462440758467758	0.364514255483544	0.0704564032944528	0.581267056951724	0.80209713507085	0.813191240494574
ENSFCAG00000005490:FH	0	7	0	0	4.67020629420042	0	0	0.0309760290465066	0.622089125263396	0.0713768850451368	0.581267056951724	0.80209713507085	0.813191240494574
ENSFCAG00000006007:LZTR1	9	3	0	0	0.306411152063375	0	0	0.0459084032134092	0.171020451818984	0.071579697061166	0.581267056951724	0.80209713507085	0.813191240494574
ENSFCAG00000031869:BCORL1	3	18	0	0	2.47476270422947	0	0	0.0523785395046252	0.374754171978587	0.0717142313463828	0.597618863976729	0.80209713507085	0.813191240494574
ENSFCAG00000012673:TET1	19	37	0	0	0.967252625532572	0	0	0.903055044555968	0.0232787246483636	0.072278859670081	0.995797464779573	0.80209713507085	0.813191240494574
ENSFCAG00000008554:HGF	7	23	4	0	2.15859167958309	2.89249848164678	2.89249848164678	0.0399410846823994	0.103154592655207	0.0728842858726965	0.581267056951724	0.80209713507085	0.813191240494574
ENSFCAG00000010606:CLIP1	9	5	0	0	0.375435742423773	0	0	0.0574485576313098	0.122964685180399	0.0734127435382439	0.602437924294774	0.80209713507085	0.813191240494574
ENSFCAG00000001593:EED	1	0	0	1	0	2.71349663483253	2.71349663483253	0.0521948815730081	0.429563160545703	0.0738433312503272	0.597618863976729	0.80209713507085	0.813191240494574
ENSFCAG00000027633:STAG2	3	15	0	0	2.09430683101857	0	0	0.129313281516738	0.196810617118908	0.0755136645503487	0.783372059016546	0.80209713507085	0.813191240494574
ENSFCAG00000025616:FAT1	17	25	5	0	0.756144913631038	2.63148659217717	2.63148659217717	0.361674773222047	0.0813175901678449	0.0760025657835048	0.868327246718767	0.80209713507085	0.813191240494574
ENSFCAG00000031193:NCOR2	9	27	0	0	1.77535032678516	0	0	0.0959503204759563	0.204594504942379	0.0760668866386907	0.700387917060656	0.80209713507085	0.813191240494574
ENSFCAG00000013378:ATP1A1	9	10	3	1	1.01967927634362	4.31009055254313	4.31009055254313	0.964378640728974	0.0281839872859048	0.0788128655041206	0.995797464779573	0.80209713507085	0.82210799775162
ENSFCAG00000029868:SOCS2	7	1	0	0	0.169061752280725	0	0	0.0348989887430889	0.337084158112503	0.0790442062245459	0.581267056951724	0.80209713507085	0.82210799775162
ENSFCAG00000007485:ERG	7	18	2	0	2.30446968359398	2.90953889815278	2.90953889815278	0.0341582885362725	0.224154405391608	0.0802201064715351	0.581267056951724	0.80209713507085	0.82210799775162
ENSFCAG00000004539:FLT3	6	22	1	2	2.24731908237473	2.95569652252638	2.95569652252638	0.038224323057004	0.144713889366834	0.0805629218286665	0.581267056951724	0.80209713507085	0.82210799775162
ENSFCAG00000002822:SALL4	13	28	2	0	1.8922752538467	3.00621350946926	3.00621350946926	0.0408595263332902	0.202653918341415	0.0814885852415828	0.581267056951724	0.80209713507085	0.822210669066756
ENSFCAG00000003112:KIT	11	23	0	0	1.59352352342184	0	0	0.171181757988444	0.12882944584062	0.0834194850269916	0.797765778145482	0.80209713507085	0.832341083935983
ENSFCAG00000010809:GABRA6	13	15	3	1	1.36266922618665	4.13488295419499	4.13488295419499	0.397205663587779	0.0292988321136313	0.0860861814030039	0.876782728197316	0.80209713507085	0.849509790108764
ENSFCAG00000022265:TP53BP1	5	23	0	0	1.7417763786747	0	0	0.177144878624734	0.163774008130552	0.0894784155286334	0.798371388730917	0.80209713507085	0.852039034806539
ENSFCAG00000018794:CREB3L1	4	10	1	1	2.19339968961925	6.00826131149937	6.00826131149937	0.119540349261625	0.0637319135190968	0.0899288607726337	0.76945875499611	0.80209713507085	0.852039034806539
ENSFCAG00000000479:CALR	0	0	0	1	0	5.74609243139763	5.74609243139763	0.131758856843303	0.209847299757463	0.093568258354761	0.783448992239327	0.80209713507085	0.852039034806539
ENSFCAG00000025587:BRCA2	4	24	0	0	1.77021229262246	0	0	0.184953513257055	0.180629403415001	0.0979696546579654	0.798501225504017	0.80209713507085	0.852039034806539
ENSFCAG00000006989:ERCC3	11	5	0	0	0.413935331098768	0	0	0.077043582438172	0.150249428477974	0.0981999432024991	0.668897166951085	0.80209713507085	0.852039034806539
ENSFCAG00000015377:EML4	0	9	0	0	3.34904710036808	0	0	0.080465512964543	0.419477467197609	0.0982479073794252	0.670012082904677	0.80209713507085	0.852039034806539
ENSFCAG00000009200:IL7R	6	14	2	0	2.26676285904433	3.55205659544815	3.55205659544815	0.0580579698589471	0.160528025172612	0.100205176470892	0.602437924294774	0.80209713507085	0.852039034806539
ENSFCAG00000011110:JARID2	1	12	1	0	3.40388813568727	3.27077251450472	3.27077251450472	0.0340925504537724	0.357247184532684	0.100320295926182	0.581267056951724	0.80209713507085	0.852039034806539
ENSFCAG00000030412:RUNX1T1	14	30	0	2	1.90852387360336	1.47059032125528	1.47059032125528	0.0321304945585177	0.624617245411718	0.100664339474653	0.581267056951724	0.80209713507085	0.852039034806539
ENSFCAG00000000914:NOTCH3	9	18	2	2	1.1317867056475	4.07682862872334	4.07682862872334	0.744729354183088	0.0338005646307816	0.100954975596105	0.995797464779573	0.80209713507085	0.852039034806539
ENSFCAG00000025024:PRRX1	2	7	0	0	3.43085409075408	0	0	0.0428493329344585	0.609135177881725	0.10138829529514	0.581267056951724	0.80209713507085	0.852039034806539
ENSFCAG00000012665:MECOM	9	26	0	0	1.53013056945216	0	0	0.22405104887934	0.132838844723045	0.102524972328111	0.833396304882183	0.80209713507085	0.852039034806539
ENSFCAG00000013892:ATF1	0	0	1	0	0	6.82412197888529	6.82412197888529	0.165460663368701	0.174873978444365	0.103225667840193	0.794668397563007	0.80209713507085	0.852039034806539
ENSFCAG00000013696:IKBKB	4	11	0	0	2.17587981933841	0	0	0.114714010309467	0.253376540421208	0.103385431272824	0.751921031079575	0.80209713507085	0.852039034806539
ENSFCAG00000009998:NCOR1	0	0	0	0	0	0	0	0.0375921990916696	0.45930053874613	0.104129674260297	0.581267056951724	0.80209713507085	0.852039034806539
ENSFCAG00000008744:SEPTIN6	3	9	2	0	1.97617913896491	7.01857112159129	7.01857112159129	0.209606214559116	0.0492910939649635	0.104602915244111	0.824187422226558	0.80209713507085	0.852039034806539
ENSFCAG00000001254:CYP17A1	9	6	2	1	0.795442188782741	4.34232696808049	4.34232696808049	0.648301622023748	0.0523102827949593	0.105301450689704	0.995797464779573	0.80209713507085	0.852039034806539
ENSFCAG00000036087:LMO2	2	0	0	0	0	0	0	0.0375362631460949	0.589964696438095	0.105515330389431	0.581267056951724	0.80209713507085	0.852039034806539
ENSFCAG00000013688:IL2	1	4	0	0	4.71375422763306	0	0	0.0439521818802355	0.637674769913973	0.107515842262386	0.581267056951724	0.80209713507085	0.852039034806539
ENSFCAG00000028952:HOXA3	5	1	0	0	0.168364191052182	0	0	0.0417931550659574	0.478822818299296	0.107681295845798	0.581267056951724	0.80209713507085	0.852039034806539
ENSFCAG00000024456:MDM2	6	3	0	0	0.315555586482345	0	0	0.0686264555254354	0.184585269809339	0.107694163314379	0.61626557061841	0.80209713507085	0.852039034806539
ENSFCAG00000037118:DUSP22	1	6	0	0	3.85821518155614	0	0	0.0459249636370103	0.629033107860973	0.108336238151258	0.581267056951724	0.80209713507085	0.852039034806539
ENSFCAG00000012184:NOD1	14	4	1	0	0.349550818047629	1.16882793995189	1.16882793995189	0.0391863998123204	0.882381528891123	0.108767114356534	0.581267056951724	0.91498685097486	0.852039034806539
ENSFCAG00000023514:TCF3	6	2	0	0	0.259344467551912	0	0	0.0560705188143339	0.274195169535829	0.109338726326753	0.599420546372284	0.80209713507085	0.852039034806539
ENSFCAG00000038026:NKX2-1	2	0	0	0	0	0	0	0.0396324662546131	0.583632936522241	0.11006294881688	0.581267056951724	0.80209713507085	0.852039034806539
ENSFCAG00000007459:GAB2	6	16	0	0	1.97784238551343	0	0	0.104048518198995	0.283856265823303	0.11171053391856	0.724306739090677	0.80209713507085	0.854356549548523
ENSFCAG00000009952:ITK	4	11	3	0	1.96997111585119	4.50472331413749	4.50472331413749	0.169741533974931	0.0566215519133992	0.113185372822968	0.797765778145482	0.80209713507085	0.854356549548523
ENSFCAG00000002126:TRAF5	4	2	1	1	0.432742415339768	4.0267895947512	4.0267895947512	0.275376178353352	0.134084120037842	0.114040034845869	0.833396304882183	0.80209713507085	0.854356549548523
ENSFCAG00000019200:PTEN	1	3	1	1	1.3237418931183	8.66032899498759	8.66032899498759	0.730349173000037	0.038493568344428	0.115015751084402	0.995797464779573	0.80209713507085	0.854356549548523
ENSFCAG00000006852:EPHB4	9	3	1	0	0.302413806636652	1.13616903583808	1.13616903583808	0.0433888204845223	0.904392608932539	0.11624177066683	0.581267056951724	0.927105665321255	0.854356549548523
ENSFCAG00000006231:PPARG	6	4	2	0	0.607601515848444	4.90402189575045	4.90402189575045	0.404219695071112	0.0889140545176353	0.117079344430444	0.881041956732665	0.80209713507085	0.854356549548523
ENSFCAG00000018078:ATR	8	12	0	0	0.650340293857453	0	0	0.318905976724627	0.0463322083791347	0.118580969856035	0.865189024467416	0.80209713507085	0.854356549548523
ENSFCAG00000001395:RBM10	3	12	0	0	2.2540009331642	0	0	0.109101989626155	0.316093793800375	0.118844825598043	0.736643508904418	0.80209713507085	0.854356549548523
ENSFCAG00000006814:LPP	2	13	0	1	2.84573735272989	3.74873418778235	3.74873418778235	0.0472522217789263	0.303497191850701	0.118924909458313	0.581267056951724	0.80209713507085	0.854356549548523
ENSFCAG00000002630:PPM1F	6	2	0	0	0.274991225177272	0	0	0.0685903092173898	0.256703258199752	0.123895692690123	0.61626557061841	0.80209713507085	0.878864142483368
ENSFCAG00000009235:YES1	0	7	0	0	3.42945123867773	0	0	0.088692083982554	0.455139544516577	0.124293703892414	0.700387917060656	0.80209713507085	0.878864142483368
ENSFCAG00000003644:ARNT	2	13	1	0	2.88526415292795	2.11573109513475	2.11573109513475	0.0442561727584335	0.534890861853038	0.131980739319689	0.581267056951724	0.80209713507085	0.899569639195831
ENSFCAG00000029945:PAFAH1B2	3	0	0	0	0	0	0	0.0560671381029089	0.466167860540598	0.133759555041006	0.599420546372284	0.80209713507085	0.899569639195831
ENSFCAG00000002791:P2RY8	9	1	0	0	0.195760846158627	0	0	0.0509532084407889	0.595389713021616	0.133947388845215	0.597618863976729	0.80209713507085	0.899569639195831
ENSFCAG00000014348:TEC	3	2	2	0	0.403883288150166	3.28333033070298	3.28333033070298	0.252960904497392	0.197902620134255	0.134684914520957	0.833396304882183	0.80209713507085	0.899569639195831
ENSFCAG00000024759:WRN	5	9	4	0	0.845346509385636	3.19860101112588	3.19860101112588	0.739157368858673	0.0842844810402182	0.134744191242276	0.995797464779573	0.80209713507085	0.899569639195831
ENSFCAG00000043012:ANKRD11	13	17	3	0	0.765787524696065	3.2584459266557	3.2584459266557	0.45260692409658	0.102290329947493	0.135841569536898	0.917306072172702	0.80209713507085	0.899569639195831
ENSFCAG00000029975:AFF3	18	41	1	0	1.55128788879477	0.508197707053322	0.508197707053322	0.0995715284861748	0.463026009485275	0.139291388750955	0.704056949453425	0.80209713507085	0.899569639195831
ENSFCAG00000012483:HDAC1	1	0	0	0	0	0	0	0.0550624856194153	0.502603874272765	0.140089317966405	0.599420546372284	0.80209713507085	0.899569639195831
ENSFCAG00000001819:LRRK2	6	28	2	0	2.08017677046247	1.32305235539079	1.32305235539079	0.0514779090435145	0.730563429708986	0.141842499126873	0.597618863976729	0.815512654272464	0.899569639195831
ENSFCAG00000014104:MAP3K1	4	3	0	0	0.304958309132426	0	0	0.0799868045582683	0.234495005661841	0.142257574676869	0.670012082904677	0.80209713507085	0.899569639195831
ENSFCAG00000009461:SMARCD1	1	0	0	0	0	0	0	0.0610783224898475	0.43912763835023	0.14566358204792	0.602728940614099	0.80209713507085	0.899569639195831
ENSFCAG00000001371:MLH1	7	3	0	0	0.356671885316157	0	0	0.0969233724514704	0.217518159234517	0.147599592348299	0.700387917060656	0.80209713507085	0.899569639195831
ENSFCAG00000009445:KDM6A	2	6	2	1	0.97522170567478	4.35821730561479	4.35821730561479	0.968863767997913	0.0721642070457211	0.148732695108262	0.995797464779573	0.80209713507085	0.899569639195831
ENSFCAG00000025659:TFG	0	7	1	0	3.86663200028991	4.27088108927841	4.27088108927841	0.0602906282713612	0.285349074498941	0.148955614609793	0.602437924294774	0.80209713507085	0.899569639195831
ENSFCAG00000014980:PLAG1	6	15	1	0	2.20829870679953	2.89101838202602	2.89101838202602	0.0621546725596192	0.381634018900666	0.150504519318231	0.606683651723239	0.80209713507085	0.899569639195831
ENSFCAG00000008606:DOT1L	8	21	0	0	1.64583860876561	0	0	0.18273421129242	0.230216909924075	0.151549921555865	0.798501225504017	0.80209713507085	0.899569639195831
ENSFCAG00000007838:FSTL3	1	0	0	0	0	0	0	0.0559581707378567	0.66543681363319	0.152812082878065	0.599420546372284	0.80209713507085	0.899569639195831
ENSFCAG00000044486:MNX1	0	3	1	0	2.05123154183893	18.3871211370601	18.3871211370601	0.421383233348807	0.0591087905167589	0.153606162168754	0.896687543950778	0.80209713507085	0.899569639195831
ENSFCAG00000009649:NOTCH2	11	22	4	1	1.08808626626221	2.98254847760667	2.98254847760667	0.808353610592095	0.0584046737254322	0.155544182671448	0.995797464779573	0.80209713507085	0.899569639195831
ENSFCAG00000009646:SMARCE1	1	0	0	0	0	0	0	0.0641496348880646	0.511602027369121	0.15906896480289	0.614640140234029	0.80209713507085	0.899569639195831
ENSFCAG00000024972:JUN	0	5	0	0	4.31112197091824	0	0	0.0601896578925896	0.800877850738501	0.159467151634752	0.602437924294774	0.850737204373851	0.899569639195831
